top_type,top_color,top_usage,top_season,bottom_type,bottom_color,bottom_usage,bottom_season,shoe_type,shoe_color,shoe_usage,shoe_season,compatibility_score,compatibility_label
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,73,Moderately Compatible
Tshirts,Blue,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Blue,Sports,Fall,48,Poor Match
Tshirts,Orange,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Sports,Summer,59,Poor Match
Sweatshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall,77,Moderately Compatible
Tshirts,Purple,Casual,Summer,Trousers,Brown,Casual,Summer,Casual Shoes,Black,Casual,Winter,73,Moderately Compatible
Shirts,Yellow,Casual,Fall,Trousers,Grey,Casual,Summer,Formal Shoes,Black,Formal,Summer,57,Poor Match
Tshirts,Brown,Casual,Fall,Trousers,Charcoal,Formal,Fall,Casual Shoes,Brown,Casual,Winter,49,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Fall,Sports Shoes,White,Sports,Summer,75,Moderately Compatible
Tshirts,Blue,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,White,Casual,Summer,48,Poor Match
Tshirts,Green,Casual,Summer,Shorts,Grey,Sports,Summer,Casual Shoes,Brown,Casual,Winter,47,Poor Match
Shirts,Purple,Formal,Fall,Trousers,Grey,Formal,Fall,Casual Shoes,White,Casual,Spring,49,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,White,Casual,Fall,77,Moderately Compatible
Tshirts,Grey,Casual,Fall,Track Pants,Grey,Casual,Summer,Casual Shoes,Brown,Casual,Summer,82,Highly Compatible
Tshirts,White,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Black,Casual,Fall,59,Poor Match
Tshirts,White,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Brown,Casual,Summer,75,Moderately Compatible
Tshirts,White,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall,95,Highly Compatible
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Charcoal,Casual,Fall,59,Poor Match
Shirts,Purple,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,White,Casual,Summer,73,Moderately Compatible
Tshirts,Blue,Casual,Fall,Track Pants,Black,Casual,Spring,Casual Shoes,White,Casual,Summer,62,Moderately Compatible
Kurtas,Maroon,Ethnic,Summer,Trousers,Black,Formal,Fall,Sports Shoes,Silver,Sports,Summer,23,Poor Match
Tshirts,Navy Blue,Sports,Summer,Trousers,Black,Casual,Fall,Sports Shoes,Silver,Sports,Summer,50,Poor Match
Tshirts,Grey,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Summer,82,Highly Compatible
Tshirts,Grey,Casual,Fall,Trousers,Grey,Casual,Summer,Formal Shoes,Black,Formal,Winter,51,Poor Match
Shirts,White,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer,97,Highly Compatible
Tshirts,Black,Casual,Summer,Shorts,Beige,Casual,Fall,Casual Shoes,White,Casual,Summer,77,Moderately Compatible
Tshirts,Grey,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,White,Casual,Spring,73,Moderately Compatible
Shirts,Navy Blue,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,Black,Sports,Spring,60,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,White,Casual,Fall,Casual Shoes,Black,Casual,Fall,83,Highly Compatible
Tshirts,Blue,Casual,Fall,Trousers,Grey,Formal,Fall,Sports Shoes,White,Sports,Summer,35,Poor Match
Tshirts,White,Casual,Summer,Shorts,Grey,Sports,Fall,Sports Shoes,Black,Sports,Summer,58,Poor Match
Tshirts,Burgundy,Casual,Summer,Shorts,Beige,Casual,Fall,Formal Shoes,Black,Formal,Winter,42,Poor Match
Tshirts,Charcoal,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,63,Moderately Compatible
Tshirts,Grey,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer,95,Highly Compatible
Shirts,Grey,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall,100,Highly Compatible
Tshirts,Blue,Sports,Fall,Shorts,Black,Sports,Winter,Casual Shoes,Navy Blue,Casual,Summer,42,Poor Match
Tshirts,Blue,Casual,Fall,Trousers,Blue,Formal,Fall,Formal Shoes,Black,Formal,Summer,37,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Winter,Casual Shoes,Black,Casual,Fall,67,Moderately Compatible
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall,80,Highly Compatible
Tshirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,72,Moderately Compatible
Tshirts,Grey,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Red,Casual,Winter,83,Highly Compatible
Shirts,White,Formal,Summer,Shorts,Green,Casual,Summer,Casual Shoes,Blue,Casual,Fall,43,Poor Match
Tshirts,Green,Sports,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall,52,Poor Match
Tshirts,Blue,Casual,Fall,Trousers,Brown,Casual,Summer,Casual Shoes,White,Casual,Summer,70,Moderately Compatible
Tshirts,Green,Casual,Summer,Shorts,Black,Casual,Fall,Sports Shoes,Black,Sports,Fall,49,Poor Match
Tshirts,Green,Casual,Fall,Jeans,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer,82,Highly Compatible
Tshirts,Pink,Casual,Summer,Trousers,Grey,Casual,Fall,Sports Shoes,Black,Sports,Summer,49,Poor Match
Tshirts,Brown,Casual,Fall,Shorts,Beige,Casual,Fall,Casual Shoes,Brown,Casual,Winter,93,Highly Compatible
Shirts,Red,Formal,Fall,Shorts,White,Casual,Fall,Casual Shoes,Brown,Casual,Winter,50,Poor Match
Shirts,Pink,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Brown,Casual,Winter,42,Poor Match
Kurtas,Maroon,Ethnic,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer,58,Poor Match
Tshirts,White,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,Black,Sports,Summer,71,Moderately Compatible
Tshirts,Blue,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,White,Casual,Spring,40,Poor Match
Shirts,Orange,Formal,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Brown,Casual,Winter,27,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,Silver,Sports,Summer,60,Moderately Compatible
Tshirts,Green,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Grey,Casual,Winter,67,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Black,Sports,Summer,Sports Shoes,White,Sports,Summer,85,Highly Compatible
Tshirts,White,Casual,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,Red,Casual,Winter,31,Poor Match
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,White,Sports,Fall,48,Poor Match
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,68,Moderately Compatible
Shirts,Navy Blue,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,Blue,Sports,Summer,62,Moderately Compatible
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,81,Highly Compatible
Tshirts,Green,Casual,Summer,Trousers,Green,Casual,Fall,Sports Shoes,Black,Sports,Summer,38,Poor Match
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,Black,Sports,Summer,63,Moderately Compatible
Tshirts,Brown,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,Black,Casual,Fall,79,Moderately Compatible
Tshirts,Blue,Casual,Fall,Jeans,,Casual,Fall,Sports Shoes,White,Sports,Summer,39,Poor Match
Shirts,Olive,Casual,Summer,Track Pants,Grey,Sports,Summer,Formal Shoes,Brown,Formal,Winter,32,Poor Match
Tshirts,Yellow,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Charcoal,Casual,Fall,73,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Trousers,Black,Formal,Summer,Sports Shoes,Silver,Sports,Summer,32,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Summer,80,Highly Compatible
Tshirts,Green,Sports,Fall,Shorts,Navy Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,49,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Navy Blue,Casual,Summer,69,Moderately Compatible
Tshirts,White,Casual,Summer,Track Pants,Grey,Sports,Summer,Formal Shoes,Black,Formal,Summer,52,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Brown,Casual,Summer,Sports Shoes,Black,Sports,Summer,69,Moderately Compatible
Tshirts,Grey,Sports,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,72,Moderately Compatible
Tshirts,White,Casual,Summer,Track Pants,Black,Casual,Spring,Sports Shoes,Silver,Sports,Summer,75,Moderately Compatible
Tshirts,Maroon,Sports,Summer,Jeans,Blue,Casual,Fall,Formal Shoes,Black,Formal,Winter,15,Poor Match
Tshirts,Charcoal,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Sports Shoes,Grey,Sports,Fall,49,Poor Match
Tshirts,Grey,Casual,Fall,Trousers,Black,Casual,Summer,Casual Shoes,Brown,Casual,Winter,83,Highly Compatible
Tshirts,Grey,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,White,Sports,Summer,83,Highly Compatible
Tshirts,Green,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Navy Blue,Casual,Summer,58,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,White,Casual,Summer,63,Moderately Compatible
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,57,Poor Match
Shirts,Brown,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall,77,Moderately Compatible
Shirts,Grey,Casual,Fall,Track Pants,Grey,Casual,Fall,Casual Shoes,Beige,Casual,Winter,82,Highly Compatible
Shirts,Purple,Casual,Fall,Trousers,Grey,Formal,Fall,Casual Shoes,Brown,Casual,Summer,51,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,52,Poor Match
Tshirts,Green,Sports,Fall,Trousers,Cream,Formal,Fall,Casual Shoes,Navy Blue,Casual,Summer,23,Poor Match
Shirts,Brown,Casual,Summer,Trousers,Khaki,Casual,Fall,Casual Shoes,White,Casual,Fall,73,Moderately Compatible
Jackets,Red,Sports,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer,49,Poor Match
Tshirts,Navy Blue,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall,77,Moderately Compatible
Shirts,Black,Casual,Summer,Shorts,Red,Sports,Summer,Casual Shoes,Black,Casual,Summer,61,Moderately Compatible
Tshirts,Orange,Casual,Fall,Trousers,Cream,Formal,Fall,Casual Shoes,Black,Casual,Summer,42,Poor Match
Kurtas,Maroon,Ethnic,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,Blue,Sports,Fall,23,Poor Match
Tshirts,White,Casual,Summer,Shorts,Red,Sports,Summer,Sports Shoes,White,Sports,Fall,53,Poor Match
Tshirts,Navy Blue,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer,83,Highly Compatible
Tshirts,Burgundy,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Charcoal,Casual,Fall,43,Poor Match
Shirts,Red,Formal,Fall,Shorts,White,Casual,Summer,Casual Shoes,White,Casual,Summer,51,Poor Match
Tshirts,Purple,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Formal Shoes,Black,Formal,Summer,46,Poor Match
Tshirts,Burgundy,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Winter,62,Moderately Compatible
Kurtas,Maroon,Ethnic,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Winter,28,Poor Match
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall,47,Poor Match
Shirts,Red,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter,62,Moderately Compatible
Shirts,Brown,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Blue,Sports,Summer,41,Poor Match
Tshirts,Purple,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Winter,52,Poor Match
Tshirts,White,Casual,Fall,Shorts,Black,Sports,Summer,Formal Shoes,Brown,Formal,Winter,48,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Winter,Sports Shoes,Black,Sports,Summer,48,Poor Match
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Fall,Sports Shoes,White,Sports,Summer,72,Moderately Compatible
Tshirts,Green,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer,69,Moderately Compatible
Shirts,Olive,Casual,Summer,Trousers,Grey,Casual,Summer,Formal Shoes,Black,Formal,Winter,61,Moderately Compatible
Tshirts,White,Casual,Fall,Track Pants,Grey,Sports,Summer,Casual Shoes,White,Casual,Spring,47,Poor Match
Shirts,Black,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter,72,Moderately Compatible
Shirts,Blue,Casual,Fall,Track Pants,Black,Casual,Spring,Casual Shoes,White,Casual,Summer,61,Moderately Compatible
Tshirts,White,Casual,Summer,Trousers,Black,Casual,Summer,Casual Shoes,Blue,Casual,Fall,86,Highly Compatible
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Casual,Summer,75,Moderately Compatible
Jackets,Blue,Sports,Fall,Shorts,Green,Casual,Summer,Casual Shoes,Grey,Casual,Fall,37,Poor Match
Tshirts,Brown,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Navy Blue,Casual,Summer,62,Moderately Compatible
Tshirts,Grey,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Sports Shoes,White,Sports,Fall,72,Moderately Compatible
Shirts,Green,Casual,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,Navy Blue,Casual,Summer,39,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter,83,Highly Compatible
Tshirts,Blue,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,Black,Casual,Fall,59,Poor Match
Tshirts,White,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,Grey,Sports,Summer,92,Highly Compatible
Tshirts,Black,Sports,Fall,Shorts,Black,Casual,Summer,Sports Shoes,Blue,Sports,Summer,47,Poor Match
Kurtas,Maroon,Ethnic,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,Black,Sports,Summer,57,Poor Match
Tshirts,Navy Blue,Sports,Summer,Shorts,Black,Casual,Summer,Casual Shoes,White,Casual,Summer,73,Moderately Compatible
Shirts,White,Casual,Fall,Shorts,White,Casual,Summer,Casual Shoes,Grey,Casual,Winter,73,Moderately Compatible
Tshirts,Grey,Sports,Summer,Jeans,Navy Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer,60,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Winter,63,Moderately Compatible
Tshirts,Grey,Sports,Summer,Shorts,Black,Casual,Summer,Sports Shoes,Black,Sports,Spring,75,Moderately Compatible
Tshirts,White,Casual,Summer,Trousers,Cream,Formal,Fall,Sports Shoes,White,Sports,Fall,36,Poor Match
Tshirts,Maroon,Sports,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,50,Poor Match
Shirts,White,Casual,Fall,Shorts,Black,Casual,Summer,Sports Shoes,Blue,Sports,Summer,64,Moderately Compatible
Shirts,Brown,Casual,Fall,Track Pants,Black,Sports,Fall,Casual Shoes,White,Casual,Summer,59,Poor Match
Kurtas,Maroon,Ethnic,Summer,Shorts,Red,Casual,Fall,Sports Shoes,Black,Sports,Summer,26,Poor Match
Shirts,White,Casual,Fall,Trousers,Black,Casual,Summer,Sports Shoes,White,Sports,Summer,74,Moderately Compatible
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,43,Poor Match
Shirts,Blue,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,Grey,Casual,Summer,70,Moderately Compatible
Tshirts,Purple,Casual,Fall,Track Pants,Grey,Casual,Summer,Casual Shoes,White,Casual,Summer,69,Moderately Compatible
Tshirts,Blue,Casual,Fall,Jeans,,Casual,Fall,Sports Shoes,White,Sports,Summer,38,Poor Match
Shirts,White,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Sports,Summer,77,Moderately Compatible
Tshirts,Purple,Casual,Summer,Trousers,Beige,Casual,Fall,Casual Shoes,White,Casual,Summer,71,Moderately Compatible
Shirts,White,Formal,Summer,Track Pants,Grey,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,68,Moderately Compatible
Tshirts,Grey,Casual,Summer,Track Pants,Black,Sports,Fall,Formal Shoes,Black,Formal,Fall,59,Poor Match
Shirts,Purple,Casual,Summer,Shorts,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,40,Poor Match
Tshirts,Blue,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer,68,Moderately Compatible
Shirts,Red,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall,73,Moderately Compatible
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,38,Poor Match
Tshirts,Blue,Sports,Fall,Trousers,Black,Formal,Summer,Casual Shoes,Brown,Casual,Winter,28,Poor Match
Tshirts,Grey,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall,67,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Formal Shoes,Black,Formal,Summer,46,Poor Match
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall,37,Poor Match
Tshirts,Navy Blue,Sports,Summer,Trousers,Black,Casual,Summer,Formal Shoes,Black,Formal,Winter,44,Poor Match
Shirts,White,Formal,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,White,Casual,Summer,82,Highly Compatible
Shirts,Blue,Casual,Fall,Trousers,Khaki,Casual,Fall,Casual Shoes,Mushroom Brown,Casual,Winter,61,Moderately Compatible
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer,79,Moderately Compatible
Shirts,Grey,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,White,Casual,Summer,74,Moderately Compatible
Tshirts,Black,Sports,Fall,Shorts,Red,Sports,Summer,Casual Shoes,Navy Blue,Casual,Summer,51,Poor Match
Shirts,Brown,Casual,Summer,Shorts,Grey,Casual,Fall,Casual Shoes,Blue,Casual,Fall,68,Moderately Compatible
Tshirts,Blue,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Grey,Casual,Summer,68,Moderately Compatible
Tshirts,Pink,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Brown,Casual,Summer,58,Poor Match
Shirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,69,Moderately Compatible
Tshirts,Black,Sports,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,49,Poor Match
Tshirts,White,Casual,Fall,Trousers,Beige,Casual,Fall,Casual Shoes,Black,Casual,Summer,82,Highly Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Casual,Summer,79,Moderately Compatible
Tshirts,Blue,Casual,Fall,Shorts,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer,59,Poor Match
Shirts,White,Formal,Summer,Jeans,Black,Casual,Summer,Sports Shoes,Silver,Sports,Summer,61,Moderately Compatible
Shirts,Red,Casual,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Summer,48,Poor Match
Tshirts,Orange,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer,41,Poor Match
Shirts,White,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,Red,Sports,Summer,67,Moderately Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,79,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Shorts,Black,Casual,Summer,Casual Shoes,Brown,Casual,Winter,82,Highly Compatible
Tshirts,Navy Blue,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,White,Casual,Summer,92,Highly Compatible
Tshirts,Brown,Casual,Fall,Shorts,White,Casual,Summer,Sports Shoes,White,Sports,Summer,60,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,82,Highly Compatible
Shirts,Blue,Formal,Summer,Trousers,Khaki,Formal,Fall,Sports Shoes,White,Sports,Summer,40,Poor Match
Sweatshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall,70,Moderately Compatible
Tshirts,Purple,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Brown,Casual,Winter,47,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Winter,Casual Shoes,Brown,Casual,Winter,78,Moderately Compatible
Shirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,40,Poor Match
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Red,Sports,Summer,60,Moderately Compatible
Shirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,50,Poor Match
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Casual,Summer,62,Moderately Compatible
Tshirts,Charcoal,Casual,Summer,Shorts,Grey,Sports,Fall,Casual Shoes,White,Casual,Fall,47,Poor Match
Tshirts,Navy Blue,Sports,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Black,Casual,Fall,60,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Shorts,Black,Sports,Winter,Casual Shoes,Blue,Casual,Fall,39,Poor Match
Shirts,Yellow,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer,52,Poor Match
Tshirts,Green,Casual,Fall,Trousers,Brown,Casual,Summer,Sports Shoes,Black,Sports,Spring,39,Poor Match
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Spring,68,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Grey,Casual,Summer,Sports Shoes,Black,Casual,Summer,91,Highly Compatible
Shirts,White,Formal,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter,49,Poor Match
Tshirts,Navy Blue,Sports,Summer,Trousers,Black,Casual,Summer,Casual Shoes,White,Casual,Fall,59,Poor Match
Tshirts,Navy Blue,Casual,Fall,Track Pants,Grey,Casual,Summer,Casual Shoes,White,Casual,Summer,78,Moderately Compatible
Tshirts,Pink,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Summer,32,Poor Match
Tshirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,White,Casual,Fall,76,Moderately Compatible
Tshirts,Blue,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Blue,Sports,Summer,42,Poor Match
Shirts,Red,Casual,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,White,Casual,Fall,39,Poor Match
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,68,Moderately Compatible
Shirts,Red,Casual,Fall,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Brown,Casual,Summer,71,Moderately Compatible
Tshirts,Yellow,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Sports Shoes,White,Casual,Summer,49,Poor Match
Tshirts,Charcoal,Casual,Summer,Shorts,Brown,Sports,Summer,Sports Shoes,White,Sports,Fall,50,Poor Match
Tshirts,Green,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Brown,Casual,Winter,40,Poor Match
Tshirts,Pink,Casual,Summer,Trousers,Charcoal,Formal,Fall,Casual Shoes,Charcoal,Casual,Fall,42,Poor Match
Tshirts,Black,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,89,Highly Compatible
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Grey,Casual,Fall,79,Moderately Compatible
Shirts,White,Casual,Fall,Jeans,White,Casual,Summer,Casual Shoes,Brown,Casual,Summer,80,Highly Compatible
Tshirts,White,Casual,Fall,Shorts,Red,Sports,Summer,Casual Shoes,Black,Casual,Fall,50,Poor Match
